session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag
SES_SNA_GOO_0005,athlete_55,47,snatch,95.42,86.02,114.7,107.9,61.64,33.42,174.28,163.78,76.53,80.81,27.72,0.73,21.46,2.35,0.58,0,0.853,81.1,descent,good,Slight asymmetry detected.
SES_CRI_POO_0019,athlete_74,10,cricket_bat,155.76,149.43,175.27,163.06,142.15,132.94,180,157.98,60.93,94.87,31.25,3.06,19.52,4.75,0.54,0,0.587,37.0,setup,poor,Work on symmetry.
SES_SNA_ELI_0004,athlete_34,92,snatch,94.48,82.33,101.21,94.93,36.32,54.1,176.32,176.19,89.17,93.77,29.07,0.26,36.0,8.35,0.52,0,0.893,95.6,descent,elite,Elite biomechanics detected.
SES_CRI_GOO_0017,athlete_24,29,cricket_bat,114.05,137.76,125.11,144.04,102.2,57.51,132.48,180,84.72,92.82,21.75,2.45,20.15,-0.23,0.45,0,0.689,81.4,descent,good,"Good depth, push harder through the heels."
SES_SNA_AVE_0006,athlete_34,27,snatch,108.51,88.49,133.31,137.47,33.38,58.8,175.34,157.33,89.48,84.74,28.86,5.12,31.88,3.65,0.41,0,0.756,59.8,descent,average,Lower your hips.
SES_SPR_AVE_0010,athlete_47,0,sprint,72.31,66.74,108.9,120.89,84.03,101.3,92.54,132.54,72.86,96.48,29.11,2.07,21.45,4.28,0.56,0,0.747,58.9,descent,average,Lower your hips.
SES_SNA_GOO_0005,athlete_69,80,snatch,110.39,102.62,99.96,108.49,43.16,51.14,159.95,166.31,85.06,76.23,20.39,1.38,26.25,-2.98,0.48,0,0.855,87.7,setup,good,Slight asymmetry detected.
SES_JAV_AVE_0014,athlete_76,82,javelin,156.1,143.05,156.87,157.23,166.43,145.28,155.3,170.76,68.57,66.5,57.52,2.8,23.32,-0.57,0.63,0,0.654,65.4,descent,average,Activate core more.
SES_SNA_GOO_0005,athlete_17,69,snatch,102.71,89.32,108.88,104.52,57.07,50.18,180,177.94,68.75,80.29,23.65,2.64,17.34,2.5,0.46,0,0.849,82.6,setup,good,Slight asymmetry detected.
SES_JAV_ELI_0012,athlete_68,98,javelin,81.84,92.17,141.77,153.55,168.08,165.01,114.5,120.49,90.48,75.37,38.55,5.25,31.56,1.94,0.54,0,0.723,93.5,setup,elite,Elite biomechanics detected.
SES_SNA_AVE_0006,athlete_50,60,snatch,104.65,99.67,138.61,124.74,50.38,47.39,157.74,163.15,74.4,110.99,57.03,0,35.42,2.26,0.46,0,0.776,67.5,descent,average,Control trunk lean.
SES_JAV_GOO_0013,athlete_03,79,javelin,102.92,123.0,178,160.55,154.86,166.19,121.19,147.69,77.3,75.03,38.29,2.15,18.85,0.02,0.44,0,0.662,88.8,setup,good,Extend hips fully.
SES_JAV_AVE_0014,athlete_29,24,javelin,129.77,130.83,155.07,162.73,136.61,104.29,172.64,165.42,55.69,79.32,62.07,0.77,19.03,-0.45,0.45,0,0.663,67.6,descent,average,Activate core more.
SES_VER_AVE_0002,athlete_11,18,vertical_jump,119.95,126.93,115.6,115.21,69.27,63.61,135.56,98.16,80.13,69.17,18.97,2.84,21.97,0.76,0.54,41.5,0.782,60.3,descent,average,Lower your hips.
SES_SNA_GOO_0005,athlete_36,61,snatch,105.46,93.03,119.35,97.83,30.61,49.85,180,176.36,102.14,90.93,27.15,2.99,20.07,1.94,0.5,0,0.811,75.3,setup,good,Slight asymmetry detected.
SES_VER_ELI_0000,athlete_47,28,vertical_jump,95.72,90.85,82.38,88.4,55.16,71.52,129.15,99.89,88.56,97.88,10.67,1.83,23.47,1.1,0.59,62.9,0.924,92.5,setup,elite,Elite biomechanics detected.
SES_SNA_ELI_0004,athlete_66,65,snatch,99.36,92.36,71.63,105.71,25.02,47.18,180,174.06,103.45,88.54,16.31,2.11,33.13,5.0,0.46,0,0.832,92.4,descent,elite,Elite biomechanics detected.
SES_CRI_GOO_0017,athlete_80,8,cricket_bat,129.15,139.99,141.15,130.35,102.13,97.16,142.57,123.11,90.57,79.28,28.83,1.18,18.28,-0.8,0.52,0,0.734,83.1,setup,good,Extend hips fully.
SES_SPR_POO_0011,athlete_13,41,sprint,105.27,82.66,163.86,140.07,121.22,106.16,119.11,101.87,111.05,75.84,49.71,3.22,29.67,0.19,0.54,0,0.612,47.1,descent,poor,Work on symmetry.
SES_VER_AVE_0002,athlete_18,28,vertical_jump,117.88,118.52,99.62,104.95,106.76,88.44,126.67,106.23,94.81,77.74,30.12,2.78,39.01,1.39,0.49,21.1,0.783,67.0,takeoff,average,Control trunk lean.
SES_CRI_ELI_0016,athlete_68,78,cricket_bat,103.19,104.61,128.02,147.4,81.94,84.8,171.23,147.52,86.4,88.8,23.3,1.56,37.28,4.92,0.57,0,0.776,91.8,descent,elite,Elite biomechanics detected.
SES_SNA_POO_0007,athlete_20,69,snatch,144.29,140.91,143.23,144.74,87.78,72.17,172.84,137.52,63.82,65.41,71.66,1.24,15.2,5.53,0.42,0,0.71,36.5,descent,poor,Critical form deviation.
SES_SPR_GOO_0009,athlete_56,27,sprint,64.59,43.9,103.04,104.56,73.84,91.8,113.75,79.54,83.14,78.37,4.04,0.95,15.43,0.62,0.59,0,0.75,80.7,descent,good,Extend hips fully.
SES_CRI_ELI_0016,athlete_49,54,cricket_bat,105.44,118.04,129.57,156.38,103.48,86.65,138.7,133.3,81.81,95.85,22.65,0.75,28.63,3.0,0.56,0,0.737,97.7,setup,elite,Great form! Maintain position.
SES_JAV_AVE_0014,athlete_69,1,javelin,130.31,131.41,170.15,154.85,129.03,164.68,180,138.01,51.93,80.46,57.46,3.87,11.27,7.32,0.51,0,0.651,67.2,setup,average,Control trunk lean.
SES_SPR_POO_0011,athlete_48,80,sprint,104.62,96.21,160.77,141.04,99.33,118.6,122.1,131.87,81.03,82.28,26.36,0.3,40.97,2.09,0.5,0,0.659,25.8,setup,poor,LOWER HIPS!
SES_CRI_POO_0019,athlete_01,41,cricket_bat,170.92,140.49,150.15,156.8,119.86,146.34,169.3,180,74.39,89.58,48.16,1.56,22.28,-1.09,0.36,0,0.554,26.0,setup,poor,LOWER HIPS!
SES_SPR_AVE_0010,athlete_26,96,sprint,62.64,59.64,106.8,131.41,99.81,92.31,86.46,131.28,66.34,76.25,37.75,0.67,24.24,0.36,0.53,0,0.729,59.9,descent,average,Lower your hips.
SES_SPR_GOO_0009,athlete_12,90,sprint,69.03,66.52,82.98,111.85,89.05,106.7,99.03,94.25,80.07,84.93,4.08,1.78,17.47,5.58,0.52,0,0.762,84.6,descent,good,Slight asymmetry detected.
SES_JAV_GOO_0013,athlete_80,8,javelin,127.36,113.74,152.52,168.07,150.16,158.2,115.21,133.42,77.86,80.29,51.97,0.99,18.59,7.12,0.58,0,0.68,87.0,setup,good,Extend hips fully.
SES_VER_ELI_0000,athlete_70,93,vertical_jump,96.18,94.55,92.43,97.94,43.43,52.54,130.58,148.3,84.65,107.19,7.04,4.74,27.66,5.88,0.52,75.8,0.938,99.5,descent,elite,Hold this form.
SES_JAV_AVE_0014,athlete_40,89,javelin,114.64,123.43,160.64,163.78,170.15,149.78,153.79,148.23,94.4,88.07,45.72,0,22.85,0.34,0.57,0,0.653,66.7,setup,average,Control trunk lean.
SES_JAV_ELI_0012,athlete_10,25,javelin,100.24,109.18,143.83,148.04,168.81,169.71,136.34,125.31,91.19,77.8,41.65,0,35.36,7.01,0.45,0,0.747,93.5,setup,elite,Hold this form.
SES_SPR_POO_0011,athlete_19,12,sprint,111.39,86.1,110.16,137.24,127.0,110.94,135.03,141.51,94.0,85.62,0.16,2.09,32.71,3.19,0.46,0,0.593,22.6,setup,poor,LOWER HIPS!
SES_SPR_AVE_0010,athlete_17,16,sprint,72.22,66.69,114.41,91.86,83.63,120.22,118.04,96.4,82.05,71.39,33.88,3.88,26.32,3.84,0.44,0,0.718,61.1,setup,average,Lower your hips.
SES_VER_ELI_0000,athlete_63,24,vertical_jump,88.73,96.7,108.99,99.62,61.87,59.47,134.37,109.29,77.46,95.02,0.17,2.52,32.61,4.84,0.59,48.4,0.909,94.6,takeoff,elite,Great form! Maintain position.
SES_CRI_POO_0019,athlete_44,76,cricket_bat,149.77,158.63,168.05,164.05,139.94,98.38,180,163.38,76.74,91.23,48.61,3.53,36.89,2.39,0.34,0,0.596,42.6,setup,poor,LOWER HIPS!
SES_CRI_POO_0019,athlete_52,73,cricket_bat,175,167.97,156.3,172.23,144.87,123.59,180,143.3,70.23,85.1,51.37,0,20.79,2.83,0.37,0,0.58,35.0,descent,poor,LOWER HIPS!
SES_JAV_ELI_0012,athlete_58,95,javelin,104.31,92.84,144.36,146.42,173.05,174.1,125.58,127.77,81.0,86.0,26.53,1.63,14.22,-2.5,0.51,0,0.743,95.5,descent,elite,Elite biomechanics detected.
SES_CRI_POO_0019,athlete_34,34,cricket_bat,166.31,152.69,172.54,165.68,95.59,134.24,159.98,180,63.84,76.13,67.94,0.15,24.13,3.57,0.46,0,0.584,42.9,setup,poor,Critical form deviation.
SES_SPR_ELI_0008,athlete_31,70,sprint,46.67,54.91,98.31,97.92,72.86,62.15,87.86,80.16,75.37,72.63,13.93,3.18,47.47,-1.2,0.48,0,0.854,92.3,setup,elite,Hold this form.
SES_CRI_POO_0019,athlete_21,65,cricket_bat,164.96,169.74,178,152.94,121.33,141.52,180,160.83,83.95,59.88,42.39,0,6.7,3.21,0.5,0,0.569,25.6,setup,poor,Work on symmetry.
SES_JAV_POO_0015,athlete_70,83,javelin,153.6,129.08,167.85,168.28,107.14,159.33,172.59,180,77.9,66.48,80,3.89,30.01,2.37,0.43,0,0.551,44.6,descent,poor,LOWER HIPS!
SES_JAV_GOO_0013,athlete_48,80,javelin,94.96,128.8,159.45,143.06,158.07,144.18,139.02,144.3,97.56,79.24,56.9,0,22.01,-1.88,0.49,0,0.63,80.4,setup,good,Extend hips fully.
SES_JAV_GOO_0013,athlete_56,14,javelin,110.62,121.55,165.74,163.55,144.6,151.01,135.15,153.0,82.83,84.11,49.56,1.68,23.98,4.43,0.49,0,0.709,77.0,descent,good,Extend hips fully.
SES_SNA_ELI_0004,athlete_65,58,snatch,85.86,82.88,92.29,103.83,40.93,45.63,178.94,177.31,92.42,80.33,22.05,0.23,50.09,2.39,0.48,0,0.906,90.4,descent,elite,Hold this form.
SES_CRI_ELI_0016,athlete_53,31,cricket_bat,128.55,135.1,134.4,140.12,93.1,97.87,127.84,155.03,90.76,93.03,13.33,1.83,29.17,-2.11,0.63,0,0.793,93.8,setup,elite,Elite biomechanics detected.
SES_JAV_GOO_0013,athlete_40,37,javelin,121.68,125.24,169.66,172.19,154.55,167.33,140.07,142.74,73.48,105.34,49.95,1.05,25.89,2.94,0.54,0,0.727,83.0,setup,good,"Good depth, push harder through the heels."
SES_CRI_ELI_0016,athlete_54,47,cricket_bat,118.04,127.46,121.4,133.15,76.34,103.51,165.93,132.04,83.26,97.12,28.11,1.59,15.23,-0.84,0.53,0,0.771,97.4,descent,elite,Hold this form.
SES_CRI_GOO_0017,athlete_75,16,cricket_bat,121.44,129.71,147.07,152.73,63.46,97.78,154.72,146.35,87.83,95.31,25.07,0.35,23.95,-0.4,0.38,0,0.75,80.2,setup,good,Slight asymmetry detected.
SES_CRI_AVE_0018,athlete_68,23,cricket_bat,129.53,150.4,156.79,152.96,107.77,135.67,163.65,163.0,79.27,89.94,30.54,4.85,5.3,-1.46,0.41,0,0.671,71.8,setup,average,Lower your hips.
SES_VER_GOO_0001,athlete_14,96,vertical_jump,93.64,95.44,93.85,99.79,68.67,70.51,130.34,141.32,79.25,90.25,17.45,0.4,27.3,0.64,0.49,29.7,0.856,80.1,takeoff,good,Extend hips fully.
SES_VER_AVE_0002,athlete_09,11,vertical_jump,114.4,112.43,125.06,112.61,71.62,79.98,167.04,123.53,77.23,61.43,33.02,2.06,32.28,2.73,0.38,41.5,0.765,58.8,takeoff,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_80,89,snatch,85.36,97.33,104.49,125.22,46.89,59.12,170.44,170.56,83.1,80.76,29.62,3.24,19.65,0.83,0.48,0,0.813,76.3,descent,good,Slight asymmetry detected.
SES_JAV_GOO_0013,athlete_58,22,javelin,114.27,126.43,138.74,145.82,140.52,154.67,144.22,144.9,80.58,76.29,33.28,2.58,9.79,2.84,0.55,0,0.697,79.8,setup,good,"Good depth, push harder through the heels."
SES_SNA_AVE_0006,athlete_75,62,snatch,127.19,89.79,132.79,125.91,67.92,69.73,148.09,155.38,80.68,72.86,42.05,2.31,22.8,-2.83,0.4,0,0.716,73.2,setup,average,Lower your hips.
SES_VER_ELI_0000,athlete_58,69,vertical_jump,85.02,95.52,81.87,98.13,44.22,56.49,117.65,133.27,92.64,79.77,3.96,1.44,48.25,1.07,0.63,63.2,0.877,97.1,landing,elite,Great form! Maintain position.
SES_SPR_ELI_0008,athlete_47,80,sprint,34.2,45.03,88.57,88.47,69.65,78.0,87.39,92.74,82.59,77.52,9.46,0.97,31.86,1.91,0.59,0,0.828,96.3,descent,elite,Hold this form.
SES_VER_ELI_0000,athlete_73,19,vertical_jump,88.64,90.8,97.3,92.06,77.87,58.72,107.55,115.53,81.85,83.14,16.77,0.97,38.85,4.18,0.56,69.2,0.937,93.6,landing,elite,Hold this form.
SES_SNA_AVE_0006,athlete_02,44,snatch,149.09,104.77,131.69,114.74,73.52,73.41,141.77,134.05,81.9,77.53,24.2,2.91,32.36,-1.18,0.52,0,0.692,73.9,descent,average,Control trunk lean.
SES_SPR_POO_0011,athlete_14,88,sprint,83.21,80.55,109.15,126.63,108.08,72.1,83.61,110.62,85.23,78.33,39.89,1.13,30.17,8.3,0.45,0,0.669,28.6,setup,poor,Adjust knee alignment.
SES_SNA_GOO_0005,athlete_02,53,snatch,104.13,106.88,99.65,111.37,51.27,49.96,170.0,166.91,89.85,93.14,35.37,2.92,34.28,4.36,0.48,0,0.861,81.3,setup,good,Slight asymmetry detected.
SES_SPR_ELI_0008,athlete_33,87,sprint,49.24,45.53,105.11,84.55,85.72,77.52,75.27,83.86,77.58,74.12,14.56,2.94,28.42,2.5,0.61,0,0.819,94.2,descent,elite,Elite biomechanics detected.
SES_VER_AVE_0002,athlete_21,1,vertical_jump,134.27,115.84,119.1,127.62,103.85,78.24,154.0,154.93,69.28,79.45,36.34,2.9,14.26,-0.31,0.51,38.8,0.739,69.2,takeoff,average,Activate core more.
SES_SNA_ELI_0004,athlete_07,78,snatch,94.35,95.28,74.21,94.19,39.73,23.77,172.24,172.81,88.37,89.37,25.39,4.01,35.93,3.94,0.56,0,0.883,91.6,descent,elite,Elite biomechanics detected.
SES_CRI_POO_0019,athlete_71,3,cricket_bat,148.63,159.64,151.94,171.61,108.19,125.75,180,169.08,83.46,81.31,11.37,3.69,28.45,3.07,0.41,0,0.565,45.5,setup,poor,LOWER HIPS!
SES_SNA_AVE_0006,athlete_21,65,snatch,106.38,103.75,130.09,134.75,49.09,50.51,142.81,149.8,87.14,79.71,35.21,3.54,30.88,-2.37,0.38,0,0.802,63.2,descent,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_07,26,snatch,107.18,94.05,114.7,104.42,47.28,63.0,170.58,174.68,107.06,91.81,33.82,4.31,22.36,7.97,0.56,0,0.836,85.5,setup,good,Extend hips fully.
SES_SPR_ELI_0008,athlete_14,69,sprint,38.9,50.04,81.21,78.19,63.5,70.82,77.7,83.04,70.67,60.5,19.87,4.59,33.97,1.01,0.56,0,0.822,94.9,setup,elite,Elite biomechanics detected.
SES_SNA_GOO_0005,athlete_63,87,snatch,88.59,89.75,111.31,105.63,31.36,41.83,170.33,164.47,94.65,73.95,25.55,1.31,25.4,5.44,0.5,0,0.881,85.1,setup,good,Slight asymmetry detected.
SES_SPR_AVE_0010,athlete_09,14,sprint,77.98,60.55,117.33,105.34,100.69,100.68,116.61,101.61,94.61,88.36,38.78,0.28,23.5,5.02,0.54,0,0.702,68.1,setup,average,Activate core more.
SES_VER_GOO_0001,athlete_45,32,vertical_jump,102.46,86.76,126.09,123.69,91.71,70.93,100.22,139.42,92.67,92.69,14.82,1.38,14.64,4.41,0.52,41.7,0.828,82.1,setup,good,Slight asymmetry detected.
SES_VER_POO_0003,athlete_20,0,vertical_jump,138.96,140.08,159.59,139.39,100.89,120.11,108.05,92.8,54.57,72.18,49.79,3.31,34.76,1.43,0.46,21.2,0.66,39.4,landing,poor,Adjust knee alignment.
SES_SNA_AVE_0006,athlete_28,52,snatch,83.63,120.31,151.48,96.48,69.78,79.19,174.89,149.32,91.91,89.53,9.71,3.09,17.93,2.62,0.46,0,0.62,62.3,setup,average,Lower your hips.
SES_SPR_ELI_0008,athlete_11,0,sprint,60.52,58.25,102.6,80.46,77.92,93.29,73.45,93.2,83.71,69.05,13.21,0.88,46.35,1.16,0.5,0,0.824,98.3,setup,elite,Hold this form.
SES_JAV_POO_0015,athlete_29,46,javelin,164.4,129.92,159.19,160.31,116.24,144.35,159.04,163.23,101.06,70.81,80,1.86,41.65,6.11,0.42,0,0.535,33.4,descent,poor,Critical form deviation.
SES_JAV_AVE_0014,athlete_32,11,javelin,94.63,105.68,158.91,178,122.82,124.26,178.09,144.65,86.11,88.76,45.55,3.4,14.39,4.34,0.51,0,0.616,56.2,setup,average,Control trunk lean.
SES_SNA_GOO_0005,athlete_21,71,snatch,102.1,86.16,110.28,88.71,53.14,56.12,163.63,174.88,81.67,81.54,23.22,0.7,23.28,4.9,0.51,0,0.794,81.2,descent,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_80,87,snatch,89.97,87.11,97.67,97.6,40.93,36.94,178.12,173.96,101.91,96.49,17.12,1.55,28.91,0.05,0.5,0,0.94,92.4,setup,elite,Elite biomechanics detected.
SES_JAV_POO_0015,athlete_69,84,javelin,159.57,152.67,178,174.72,122.01,151.9,147.71,155.87,68.29,67.69,34.35,3.53,13.51,6.38,0.4,0,0.581,46.5,setup,poor,Work on symmetry.
SES_JAV_ELI_0012,athlete_45,56,javelin,100.16,97.47,165.89,154.38,171.16,154.67,148.41,126.08,91.9,78.75,44.27,0,39.79,0.88,0.62,0,0.751,94.8,setup,elite,Great form! Maintain position.
SES_SNA_AVE_0006,athlete_13,92,snatch,106.92,106.61,113.75,118.67,35.41,42.98,144.06,145.49,72.78,85.78,23.8,0,17.55,2.0,0.48,0,0.807,69.9,descent,average,Activate core more.
SES_CRI_ELI_0016,athlete_58,79,cricket_bat,122.78,109.25,136.12,140.03,87.54,68.26,139.32,129.74,84.77,95.26,12.51,2.24,38.08,3.09,0.58,0,0.779,97.6,descent,elite,Hold this form.
SES_JAV_ELI_0012,athlete_13,85,javelin,103.89,107.89,146.64,143.64,170.61,169.44,128.61,140.11,87.41,77.24,38.32,2.68,47.71,3.5,0.55,0,0.763,96.1,descent,elite,Great form! Maintain position.
SES_CRI_GOO_0017,athlete_06,55,cricket_bat,135.34,121.19,144.49,143.91,108.88,94.31,170.83,139.54,77.39,87.17,38.69,0,29.79,-3.22,0.57,0,0.747,82.7,setup,good,Slight asymmetry detected.
SES_CRI_GOO_0017,athlete_59,13,cricket_bat,125.27,123.66,146.34,139.89,78.48,116.59,157.07,140.68,90.04,89.73,23.09,2.34,22.33,0.95,0.54,0,0.763,84.2,descent,good,Extend hips fully.
SES_JAV_ELI_0012,athlete_15,23,javelin,110.01,113.09,156.28,142.95,169.82,170.3,124.75,119.96,94.9,92.92,27.18,1.55,46.43,4.16,0.54,0,0.746,95.5,setup,elite,Hold this form.
SES_SPR_AVE_0010,athlete_78,61,sprint,69.67,82.23,148.88,114.7,67.67,85.89,112.62,99.24,92.5,84.23,47.14,3.15,16.77,-0.75,0.54,0,0.685,64.2,setup,average,Activate core more.
SES_SNA_ELI_0004,athlete_52,59,snatch,86.02,92.31,107.24,97.34,54.57,38.81,176.62,178.8,96.53,93.4,13.3,3.75,45.78,1.39,0.59,0,0.902,96.8,descent,elite,Elite biomechanics detected.
SES_VER_GOO_0001,athlete_80,12,vertical_jump,72.94,99.89,115.12,107.84,74.45,40.34,102.54,146.67,89.83,78.8,24.28,2.22,34.28,1.84,0.41,57.1,0.78,79.8,takeoff,good,"Good depth, push harder through the heels."
SES_SPR_ELI_0008,athlete_32,19,sprint,52.91,55.42,79.39,87.49,93.73,70.68,92.47,76.85,71.07,58.8,7.85,0.91,35.87,5.78,0.52,0,0.859,96.5,descent,elite,Hold this form.
SES_SNA_GOO_0005,athlete_67,35,snatch,93.81,85.47,116.11,99.64,35.02,42.07,163.58,174.02,85.72,85.82,33.69,4.15,22.48,7.08,0.51,0,0.831,86.1,setup,good,Extend hips fully.
SES_SPR_AVE_0010,athlete_15,46,sprint,75.41,73.72,128.7,125.59,113.48,102.27,123.92,112.58,82.0,89.13,50.79,3.03,28.77,-1.36,0.47,0,0.786,72.8,descent,average,Lower your hips.
SES_SPR_ELI_0008,athlete_78,65,sprint,54.56,44.25,96.01,103.38,78.67,80.06,94.78,102.12,64.62,64.38,6.63,1.45,42.24,-3.8,0.52,0,0.822,95.3,setup,elite,Great form! Maintain position.
SES_VER_GOO_0001,athlete_61,62,vertical_jump,112.85,111.76,106.76,103.67,75.91,62.23,86.93,139.67,91.66,99.17,16.2,0.85,29.23,-1.19,0.48,41.3,0.868,78.7,setup,good,"Good depth, push harder through the heels."
SES_CRI_AVE_0018,athlete_30,1,cricket_bat,140.39,162.58,152.04,163.69,138.41,122.64,180,164.67,77.42,80.09,28.77,3.66,20.21,1.98,0.44,0,0.658,74,descent,average,Lower your hips.
SES_CRI_GOO_0017,athlete_61,50,cricket_bat,114.23,134.41,152.91,146.93,78.2,104.65,166.75,150.38,73.56,96.93,35.14,2.89,25.91,5.93,0.38,0,0.723,80.2,setup,good,Slight asymmetry detected.
SES_VER_AVE_0002,athlete_04,58,vertical_jump,98.26,116.56,131.6,112.53,51.75,93.57,150.75,125.49,67.29,92.46,23.64,0.71,19.67,1.54,0.43,22.1,0.709,56.9,landing,average,Control trunk lean.
SES_SNA_AVE_0006,athlete_28,1,snatch,92.54,100.17,110.09,120.12,52.78,49.45,171.3,139.91,72.91,90.66,51.07,3.99,33.53,-1.38,0.47,0,0.772,55,descent,average,Control trunk lean.
SES_SPR_ELI_0008,athlete_19,71,sprint,49.04,59.32,94.85,95.18,101.49,79.05,99.38,101.79,65.86,65.58,14.76,2.89,47.18,-3.06,0.5,0,0.847,91.9,setup,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_32,19,javelin,121.01,107.87,173.04,153.21,154.17,147.28,137.14,117.87,82.52,89.06,48.97,1.1,28.07,1.95,0.41,0,0.673,85.1,descent,good,Extend hips fully.
SES_VER_GOO_0001,athlete_74,27,vertical_jump,98.91,109.19,101.46,116.9,88.8,66.44,133.69,126.01,74.21,93.77,29.51,1.76,20.93,3.6,0.54,44.2,0.812,88.7,descent,good,"Good depth, push harder through the heels."
SES_SNA_ELI_0004,athlete_55,68,snatch,91.06,98.24,108.29,105.8,45.38,45.51,164.5,173.07,71.29,85.64,22.33,1.47,40.08,-2.94,0.55,0,0.921,94.8,setup,elite,Great form! Maintain position.
SES_VER_AVE_0002,athlete_39,59,vertical_jump,140.23,110.05,129.86,114.35,72.06,100.74,169.25,125.86,76.46,73.13,43.44,1.7,18.83,7.25,0.55,24.2,0.7,71.0,descent,average,Activate core more.
SES_VER_AVE_0002,athlete_57,98,vertical_jump,106.5,139.44,113.83,118.68,69.8,69.52,180,155.62,70.58,86.54,27.69,5.62,19.94,-0.44,0.42,39.2,0.717,58.4,descent,average,Activate core more.
SES_SPR_AVE_0010,athlete_06,81,sprint,68.4,89.46,135.33,130.43,85.29,83.02,83.39,138.96,71.03,86.68,41.15,0.46,14.16,4.17,0.5,0,0.719,58.2,setup,average,Activate core more.
SES_JAV_POO_0015,athlete_26,41,javelin,129.47,140.93,166.01,178,135.64,92.97,180,152.23,79.09,65.98,80,1.24,20.23,1.78,0.45,0,0.555,28.0,setup,poor,Work on symmetry.
SES_SNA_GOO_0005,athlete_32,62,snatch,91.35,94.51,87.69,113.84,72.83,61.29,173.75,175.1,104.78,94.51,23.38,3.92,29.83,2.23,0.59,0,0.821,82.3,descent,good,"Good depth, push harder through the heels."
SES_VER_AVE_0002,athlete_15,95,vertical_jump,109.38,108.69,112.55,130.51,69.81,94.9,147.82,134.36,72.04,85.71,25.62,0.55,33.6,0.92,0.39,32.5,0.757,61.9,descent,average,Activate core more.
SES_SPR_ELI_0008,athlete_76,93,sprint,54.15,44.73,96.52,80.37,83.45,69.45,85.23,88.91,64.67,68.37,15.16,1.41,30.12,2.69,0.57,0,0.798,97.4,setup,elite,Elite biomechanics detected.
SES_SPR_ELI_0008,athlete_18,10,sprint,51.47,53.64,57.86,86.93,59.85,70.07,96.56,76.4,68.76,64.65,18.73,2.06,35.9,5.59,0.44,0,0.788,93.5,descent,elite,Great form! Maintain position.
SES_JAV_GOO_0013,athlete_69,49,javelin,119.59,107.21,158.18,168.82,135.51,151.32,138.88,125.81,81.02,82.62,31.39,0.22,12.7,4.77,0.44,0,0.69,85.5,setup,good,Slight asymmetry detected.
SES_CRI_POO_0019,athlete_36,67,cricket_bat,142.77,151.49,169.91,178,107.24,137.56,180,174.01,68.75,79.12,28.83,1.26,31.84,-4.42,0.59,0,0.589,34.8,setup,poor,Adjust knee alignment.
SES_JAV_POO_0015,athlete_78,93,javelin,175,175,175.35,171.15,112.38,116.71,180,139.58,70.02,70.53,69.46,1.48,31.92,-1.67,0.4,0,0.593,32.0,descent,poor,Work on symmetry.
SES_SPR_GOO_0009,athlete_22,68,sprint,57.84,48.04,106.2,111.04,75.98,77.14,102.81,106.11,78.61,77.5,14.25,1.8,20.32,-4.8,0.47,0,0.786,81.3,descent,good,Extend hips fully.
SES_SNA_GOO_0005,athlete_17,19,snatch,97.5,106.59,112.85,125.76,16.51,37.79,180,173.19,98.56,75.83,29.22,1.45,28.53,3.35,0.55,0,0.844,82.9,setup,good,Slight asymmetry detected.
SES_CRI_ELI_0016,athlete_15,41,cricket_bat,113.73,116.74,142.74,136.41,93.19,80.51,133.88,160.65,78.58,94.78,16.42,2.2,35.42,1.5,0.51,0,0.799,93.0,descent,elite,Hold this form.
SES_VER_GOO_0001,athlete_69,42,vertical_jump,97.0,98.43,102.23,101.39,83.4,64.63,138.75,117.62,79.95,100.08,12.42,2.32,29.06,1.44,0.5,40.7,0.873,79.1,setup,good,"Good depth, push harder through the heels."
SES_JAV_AVE_0014,athlete_78,48,javelin,127.59,132.83,169.96,158.78,161.27,134.85,133.31,139.1,59.17,70.15,53.49,2.03,17.49,5.24,0.43,0,0.648,65.0,descent,average,Control trunk lean.
SES_JAV_GOO_0013,athlete_73,53,javelin,119.14,102.08,145.37,158.96,159.07,154.39,124.5,151.36,80.83,90.12,41.19,2.68,16.94,4.1,0.37,0,0.671,85.6,setup,good,"Good depth, push harder through the heels."
SES_SNA_AVE_0006,athlete_57,20,snatch,124.11,124.36,127.49,103.33,70.87,44.78,150.86,165.97,88.52,77.83,40.32,1.5,31.26,1.45,0.51,0,0.763,63.0,setup,average,Lower your hips.
SES_VER_POO_0003,athlete_67,53,vertical_jump,120.32,148.8,134.61,128.1,105.13,85.12,114.54,169.76,35.23,48.75,45.77,0,32.97,-0.75,0.48,37.6,0.628,41.4,descent,poor,LOWER HIPS!
SES_JAV_AVE_0014,athlete_43,10,javelin,129.87,156.79,172.07,168.98,156.82,139.12,167.28,146.45,83.1,69.27,29.79,0.85,33.21,-0.94,0.44,0,0.623,64.2,setup,average,Lower your hips.
